Building Name,Street Address,City,State,Postal,Country,MSA Name,Latitude,Longitude,Elevation,Serving Wire Center CLLI,Building CLLI,Network Build Status,Building Connection Status,Building Category,NPA,NXX,LATA,Demarc Code,Fiber Ownership,Access Medium,Install Interval,Supplier Name,Access Customer Name,Access Floor,Access Room,Ethernet Handoff Type,Minimum Circuit Level,Minimum Quantity to Accept an Order,Special Construction Cost,Customer Unique Key,CB Building Key,Transaction Indicator,Primary NNI Location,Secondary NNI Location,Primary Number,Street Predirection,Street Name,Street Postdirection,Street Suffix,Secondary Designator,Secondary Number,Extra Secondary Designator,Extra Secondary Number,Plus4 Code,Conformed State,Conformed City,Building Notes,Distance Band,LOS Distance 1 Path,LOS Distance 2 Path,ROW Distance 1 Path,ROW Distance 2 Path,LOS Distance 1 Access Point,LOS Distance 2 Access Point,ROW Distance 1 Access Point,ROW Distance 2 Access Point,Comcast Pricing Zone,Indatel Pricing Zone,CenturyLink Pricing Zone,Sprint Pricing Zone,Verizon Pricing Zone,AT&T Pricing Zone,Building Competitive Rating,AT&T Serving Node CLLI,AT&T Unique Key,Pricing Zone,Pricing Type,Wavelength Handoff Type,Wave Zone,Wave Install Interval,Custom Pricing Zone,Lateral Distance,OSP Construction Estimate,OSP Cost per Foot,OSP Cost Zone,Telco_Spend,Tenant_Count,FBL Market ID,MRTL,Territory ID,Pricing Tool,Minimum Contract Value,TCVR,Base Zone,Tenant Band,Telco Spend Band,Active Status,SFDC Access Level,Wave MCV,Mkt-Prof 1,Program Engineering Boundary,Program SWC,MOVAw,MOVAe,Investment Building Eligible,Bundle Tier,SFDC Building Type,Dish Route,Dish 2020,CPQ Ethernet Zone,DASH Eligibility,MKT Rate EVPL 5000,ENNI Eligibility,EPE Approval Code,SWC Status,QM Last Run Date,QM MNO Target,MNO-A ID,MNO-T ID,Dark MCV,MNO-V ID,FRDF Eligible,MDFNp Eligible,FNI,MNO Target,QM FCC ID,SFDC LLOC,FBL Node,FBL Market,FBL Level 6 Demarcs,Texas Express Node,CoStar ID,SFDC Status,SFDC On Off Net,SFDC Building Category 1,SFDC Building Category 2,SFDC Market,SFDC Active Date,SFDC Building Name,SFDC Location Long ID,SFDC Location ID,SFDC Entrance Type,DISH Site ID,TMO Site ID,Sprint Site Id,Verizon Site ID,ATT Site ID,SFDC Building Type.1,NPA- NXX,Ethernet Zone,Horizontal Coordinate,Vertical Coordinate,Protection Type,Handoff Pricing,Diversity Type,Tenant Count,Building Sq Footage,Building Floors,Property Type,Address Status,id,Barriers,Modified Date,Modified By,Status,UniqueID,geometry,Distances_from_splice,Distances_from_path
43702 Lucketts Bridge Cir,43702 Lucketts Bridge Cir,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.991564,-77.497067,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110043934,U,,,43702,,,,Cir,,,,,,VA,Ashburn,,1501+ feet,,,1625.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,403211.88,,,175.0,1.0,,368750.0,,TCP,368750.0,491750.0,22.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,22.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,1579,No,2023-03-01,edward.boling@fiberlight.com,matching,1116,POINT (-77.497067 38.991564),7.105427357601002e-15,1.2680342430219232e-15
25173 Evergreen Mills Rd,25173 Evergreen Mills Rd,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.944012,-77.521524,0.0,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109999226,U,,,25173,,,,Rd,,,,,,VA,Sterling,,1001 - 1500 feet,,,1059.0,,,,IAD06 - IAD21,,19.0,19.0,19.0,19.0,19.0,19.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 19,,225517.31,,,13243.5,4.0,,226750.0,,CPQ,226750.0,302250.0,19.0,Low,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,19.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-260,,,,,,,,,,Commercial,Matched,1580,No,2023-04-19,edward.boling@fiberlight.com,matching,1117,POINT (-77.521524 38.944012),4.2725802015910035e-16,1.5888218580782548e-14
25173 Arcola Mills Dr,25173 Arcola Mills Dr,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.944004,-77.521522,0.0,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,,,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109999225,U,,,25173,,,,Dr,,,,,,VA,Sterling,,1001 - 1500 feet,,,1061.0,,,,IAD06 - IAD21,,19.0,19.0,19.0,19.0,19.0,19.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 19,,225517.31,,,13243.5,4.0,,226750.0,,CPQ,226750.0,302250.0,19.0,Low,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,19.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Commercial,Matched,1581,No,2023-04-19,edward.boling@fiberlight.com,matching,1118,POINT (-77.521522 38.944004),4.2725802015910035e-16,1.4210854715202004e-14
23445 Spice Bush Ter,23445 Spice Bush Ter,Brambleton,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.968393,-77.524164,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109993857,U,,,23445,,,,Ter,,,,,,VA,Ashburn,,1001 - 1500 feet,,,1057.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,629198.48,,,1060.0,3.0,,579500.0,,TCP,579500.0,772750.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,1583,No,2023-03-01,edward.boling@fiberlight.com,matching,1119,POINT (-77.524164 38.968393),7.105427357601002e-15,0.0
24970 Riding Plz,24970 Riding Plz,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.926328,-77.521518,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109997843,U,,,24970,,,,Plz,,,,,,VA,Chantilly,,1001 - 1500 feet,,,1350.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,1080018.17,,,,,,960250.0,,TCP,960250.0,1280250.0,29.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,29.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,,,,Commercial,Matched,1584,No,2023-03-01,edward.boling@fiberlight.com,matching,1120,POINT (-77.521518 38.926328),1.4027100769186296e-14,0.0
42520 Flemming Dr,42520 Flemming Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.907094,-77.533587,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110041940,U,,,42520,,,,Dr,,,,,,VA,Chantilly,,1501+ feet,,,2137.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,271675.72,,,175.0,1.0,,254000.0,,TCP,254000.0,338500.0,20.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,1587,No,2023-03-01,edward.boling@fiberlight.com,matching,1121,POINT (-77.533587 38.907094),7.105427357601002e-15,1.5888218580782548e-14
42239 Fawn Ridge Ct,42239 Fawn Ridge Ct,Brambleton,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.98413,-77.541617,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110041330,U,,,42239,,,,Ct,,,,,,VA,Ashburn,,1501+ feet,,,1988.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,713502.60,,,175.0,1.0,,640000.0,,TCP,640000.0,853250.0,26.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,26.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,1590,No,2023-03-01,edward.boling@fiberlight.com,matching,1122,POINT (-77.541617 38.98413),0.0,0.0
42614 Beckett Ter,42614 Beckett Ter,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.99744,-77.52786,0.0,ASBNVAASDS0,DLLSVAXA,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110042065,U,,,42614,,,,Ter,,,,,,VA,Ashburn,,1001 - 1500 feet,,,1033.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,572814,,,130.0,1.0,,517000.0,,TCP,517000.0,689250.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,1591,No,2023-03-01,edward.boling@fiberlight.com,matching,1123,POINT (-77.52786 38.99744),0.0,7.105427357601002e-15
24263 Liberty Harvest Ct,24263 Liberty Harvest Ct,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.945777,-77.521799,0.0,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109996523,U,,,24263,,,,Ct,,,,,,VA,Sterling,,1001 - 1500 feet,,,1103.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,315934.91,,,1019.25,3.0,,305750.0,,TCP,305750.0,407750.0,21.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,21.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-260,,,,,,,2.0,,,Commercial,Matched,1598,No,2023-03-01,edward.boling@fiberlight.com,matching,1124,POINT (-77.521799 38.945777),7.105427357601002e-15,3.4297410375419534e-15
43340 Van Geison Ter,43340 Van Geison Ter,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.992928,-77.502903,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110043526,U,,,43340,,,,Ter,,,,,,VA,Ashburn,,1501+ feet,,,2298.0,,,,3-way junction - BL7,,16.0,16.0,16.0,16.0,16.0,16.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 16,,147313.93,,,375.0,1.0,,145250.0,,CPQ,145250.0,193500.0,16.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,16.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Commercial,Matched,1599,No,2023-04-19,edward.boling@fiberlight.com,matching,1125,POINT (-77.502903 38.992928),7.105427357601002e-15,7.105427357601002e-15
25601 Anthem Ter,25601 Anthem Ter,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.90963,-77.538554,0.0,ARCLVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-fd869d4c,U,,,25601,,,,Ter,,,,,6504.0,VA,Chantilly,,1001 - 1500 feet,,,1216.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,No,,,328.0,1.0,,259500.0,,ICB-9,259500.0,173000.0,,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,None,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,530000.0,,,,,,,a030H00000YFJz3QAH,,,,,,,,,,,,,,,,,,,,,,703-327,,,,,,,,,,Residential,Matched,1600,No,2022-07-18,mberman@connected2fiber.com,matching,1126,POINT (-77.538554 38.90963),7.105427357601002e-15,0.0
25136 Mcbryde Ter,25136 Mcbryde Ter,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.922196,-77.520677,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109999063,U,,,25136,,,,Ter,,,,,,VA,Chantilly,,1001 - 1500 feet,,,1082.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,1175968.42,,,330.0,1.0,,1044000.0,,TCP,1044000.0,1392000.0,30.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,30.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,1603,No,2023-03-01,edward.boling@fiberlight.com,matching,1127,POINT (-77.520677 38.922196),1.4210854715202004e-14,0.0
25920 Stinger Dr,25920 Stinger Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.899663,-77.520776,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110000603,U,,,25920,,,,Dr,,,,,,VA,Chantilly,,1501+ feet,,,1862.0,,,,IAD06 - IAD21,,5.0,5.0,5.0,5.0,5.0,5.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 5,,35071.81,,,175.0,1.0,,47250.0,,CPQ,47250.0,62750.0,5.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,5.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,1604,No,2023-04-19,edward.boling@fiberlight.com,matching,1128,POINT (-77.520776 38.899663),3.9657451273613987e-16,3.848028355367104e-15
22841 Quicksilver Dr,22841 Quicksilver Dr,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.985059,-77.476425,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-665c4c0e,U,,,22841,,,,Dr,,,,,2019.0,VA,Sterling,,1501+ feet,,,1938.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,6985.0,8.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Medium,Medium,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,a030H00000agWVuQAM,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,5.0,,,Commercial,Matched,1605,No,2022-07-18,mberman@connected2fiber.com,matching,1129,POINT (-77.476425 38.985059),4.597995335994156e-15,1.4210854715202004e-14
42256 Magistrate Ct,42256 Magistrate Ct,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.910733,-77.541214,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110041367,U,,,42256,,,,Ct,,,,,,VA,Chantilly,,1501+ feet,,,2935.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,370775.79,,,220.0,1.0,,340500.0,,TCP,340500.0,454000.0,21.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,21.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,1607,No,2023-03-01,edward.boling@fiberlight.com,matching,1130,POINT (-77.541214 38.910733),7.105427357601002e-15,0.0
42851 Smallwood Ter,42851 Smallwood Ter,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.914722,-77.521203,0.0,ARCLVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-12806e77,U,,,42851,,,,Ter,,,,,3985.0,VA,Chantilly,,501 - 1000 feet,,,798.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,879.0,2.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,a030H00000axKbVQAU,,,,,,,,,,,,,,,,,,,,,,703-327,,,,,,,2.0,,,Commercial,Matched,1608,No,2022-07-18,mberman@connected2fiber.com,matching,1131,POINT (-77.521203 38.914722),1.4210854715202004e-14,1.5888218580782548e-14
22377 Belmont Ridge Rd,22377 Belmont Ridge Rd,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.997692,-77.532842,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-9045e7c8,U,,,22377,,,,Rd,,,,,4501.0,VA,Ashburn,,1001 - 1500 feet,,,1464.0,,,,3-way junction - BL20,,,,,,,,Yellow,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,2353.0,3.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Medium,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,2.0,,,Commercial,Matched,1609,No,2022-07-18,mberman@connected2fiber.com,matching,1132,POINT (-77.532842 38.997692),0.0,1.4210854715202004e-14
43490 Yukon Dr,43490 Yukon Dr,Ashburn,Virginia,20147,United States,,39.009416,-77.493399,0.0,,,Not Connected,Near Net,Commercial Building,,,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-e813b3cf,U,,,43490,,,,Dr,,,,,,VA,Ashburn,,1001 - 1500 feet,,,1191.0,,,,3-way junction - BL20,,18.0,18.0,18.0,18.0,18.0,18.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 18,,178625,,,16330.75,32.0,,185750.0,,CPQ,185750.0,247750.0,18.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,Multi Tenant,None,No,18.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,,,,Off Net,Commercial Building,,Northern Virginia - NVA,,43490 Yukon Dr,a030H00000YSEeXQAX,NVA173746,,,,,,,Multi Tenant,,,,,,,,24.0,,,Commercial,Matched,1610,No,2023-04-14,edward.boling@fiberlight.com,matching,1133,POINT (-77.493399 39.009416),0.0,1.5888218580782548e-14
25924 Stinger Dr,25924 Stinger Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.899453,-77.520927,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110000605,U,,,25924,,,,Dr,,,,,,VA,Chantilly,,1501+ feet,,,1902.0,,,,IAD06 - IAD21,,4.0,4.0,4.0,4.0,4.0,4.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 4,,24575.03,,,310.0,1.0,,38000.0,,CPQ,38000.0,50750.0,4.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,4.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,1611,No,2023-04-19,edward.boling@fiberlight.com,matching,1134,POINT (-77.520927 38.899453),3.9657451273613987e-16,0.0
41105 John Mosby Hwy,41105 John Mosby Hwy,Aldie,Virginia,20105,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.953378,-77.582075,0.0,ARCLVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-f369e2f7,U,,,41105,,,,Hwy,,,,,2303.0,VA,Aldie,,501 - 1000 feet,,,945.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,1494.0,3.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-327,,,,,,,2.0,,,Commercial,Matched,1613,No,2022-07-18,mberman@connected2fiber.com,matching,1135,POINT (-77.582075 38.953378),0.0,1.4210854715202004e-14
25739 Donegal Dr,25739 Donegal Dr,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.906592,-77.52352,0.0,ARCLVAXARS0,ARCLVAXA,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110000389,U,,,25739,,,,Dr,,,,,,VA,Chantilly,,501 - 1000 feet,,,842.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,432768.45,,,130.0,1.0,,394750.0,,TCP,394750.0,526250.0,22.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,22.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,1616,No,2023-03-01,edward.boling@fiberlight.com,matching,1136,POINT (-77.52352 38.906592),0.0,0.0
43714 Banshee Heights Ter,43714 Banshee Heights Ter,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.991851,-77.4893,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110043936,U,,,43714,,,,Ter,,,,,,VA,Ashburn,,1501+ feet,,,1899.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,805946.49,,,,,,720750.0,,TCP,720750.0,961000.0,27.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,27.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,1618,No,2023-03-01,edward.boling@fiberlight.com,matching,1137,POINT (-77.4893 38.991851),7.0879111862861385e-15,1.4210854715202004e-14
43592 Lucketts Bridge Cir,43592 Lucketts Bridge Cir,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.99166,-77.491974,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110043833,U,,,43592,,,,Cir,,,,,,VA,Ashburn,,1501+ feet,,,1595.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,585173.55,,,175.0,1.0,,527750.0,,TCP,527750.0,703750.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,1619,No,2023-03-01,edward.boling@fiberlight.com,matching,1138,POINT (-77.491974 38.99166),0.0,7.105427357601002e-15
